key;category
OBJECT;EconomicOperands
OBEY;EconomicOperands
OATHS;EconomicOperands
OATH;EconomicOperands
O;LegalReferences
NUMERICAL;EconomicOperands
NUMERATOR;LogicalConnectors
NUMBERS;EconomicOperands
NUMBER;EconomicOperands
NRSRO;EconomicOperands
NRC;EconomicOperands
NPV;EconomicOperands
NOVEMBER 23 2009;Attributes
NOVEL;EconomicOperands
NOTWITHSTANDING;LogicalConnectors
NOTIONAL;EconomicOperands
NOTIFYING;EconomicOperands
NOTIFY;EconomicOperands
NOTIFIES;EconomicOperands
NOTIFIED;EconomicOperands
NOTIFICATION;EconomicOperands
NOTICES;EconomicOperands
NOTICE;EconomicOperands
NOTHING;LogicalConnectors
NOTES;EconomicOperands
NOTE;EconomicOperands
NOT-FOR-PROFIT;EconomicOperands
NOT ONLY;LogicalConnectors
NOT LATER THAN;LogicalConnectors
NOT;LogicalConnectors
NORTHERN MARIANA ISLANDS;EconomicOperands
NORTH AMERICAN SECURITIES ADMINISTRATORS ASSOCIATION;EconomicOperands
NORMS;EconomicOperands
NORMALLY;EconomicOperands
NORMAL COURSE;EconomicOperands
NORMAL;EconomicOperands
NOR;LogicalConnectors
NONWITHDRAWABLE;EconomicOperands
NONWAIVER;LegalReferences
NONVOTING MEMBER;EconomicOperands
NONSTANDARD;EconomicOperands
NONREDACTED;EconomicOperands
NONPUBLICLY;EconomicOperands
NONPUBLIC;EconomicOperands
NONPRUDENTIAL;EconomicOperands
NONPROFIT ORGANIZATION;EconomicOperands
NONPROFIT;EconomicOperands
NONPRIME;EconomicOperands
NONPRICE;EconomicOperands
NONOCCURRENCE;EconomicOperands
NONMEMBER;EconomicOperands
NONJUDICIAL;EconomicOperands
NONINTERFERENCE;EconomicOperands
NONINTEREST-BEARING TRANSACTION ACCOUNT;EconomicOperands
NONINSURED;EconomicOperands
NONGOVERNMENTAL;EconomicOperands
NONFRIVOLOUS;EconomicOperands
NONFORFEITURE;EconomicOperands
NONFINANCIAL;EconomicOperands
NONENFORCEABILITY;EconomicOperands
NONE;LogicalConnectors
NONDISCRIMINATORY;EconomicOperands
NONDISCRETIONARY;EconomicOperands
NONDISCLOSURE;EconomicOperands
NONDEPOSITORY;EconomicOperands
NONDELEGABLE;EconomicOperands
NONDEFAULTING;EconomicOperands
NONCOMPLIANCE;EconomicOperands
NONCASH COLLATERAL;EconomicOperands
NONBINDING;EconomicOperands
NONBANKS;EconomicOperands
NONBANK FINANCIAL COMPANY SUPERVISED BY THE BOARD OF GOVERNORS;EconomicOperands
NONBANK FINANCIAL COMPANY SUPERVISED BY THE BOARD;EconomicOperands
NONBANK FINANCIAL COMPANY;EconomicOperands
NONBANK;EconomicOperands
NONAPPLICABILITY;Other
NONAFFILIATED;EconomicOperands
NONADMITTED INSURER;EconomicOperands
NONADMITTED INSURANCE;EconomicOperands
NONADMITTED;EconomicOperands
NONACCELERATED FILERS;EconomicOperands
NON-UNITED STATES INSURER;EconomicOperands
NON-PROPRIETARY;EconomicOperands
NON-PROFIT;EconomicOperands
NON-OPERATING;EconomicOperands
NON-FEDERAL;EconomicOperands
NON-ESTABLISHMENT;EconomicOperands
NON-ESCROWED;EconomicOperands
NON-DISCRIMINATORY;EconomicOperands
NON-COOPERATION;EconomicOperands
NON-COMPLIANCE;EconomicOperands
NON-COMPLEX;EconomicOperands
NON-CAREER;EconomicOperands
NON-ADMITTED INSURANCE MODEL ACT;EconomicOperands
NON;LogicalConnectors
NOMINEE;EconomicOperands
NOMINATIONS;EconomicOperands
NOMINATION;EconomicOperands
NOMINATING;EconomicOperands
NOMINATED;EconomicOperands
NOMINATE;EconomicOperands
NO-COST;EconomicOperands
NO LONGER;Attributes
NO;LogicalConnectors
NEXT;LogicalConnectors
NEWSPAPERS;EconomicOperands
NEWSPAPER;EconomicOperands
NEWS;EconomicOperands
NEWLY;EconomicOperands
NEW;EconomicOperands
NETWORKS;EconomicOperands
NETWORK FEE;EconomicOperands
NETWORK;EconomicOperands
NETTING AGREEMENT;EconomicOperands
NETTING;EconomicOperands
NET WORTH;EconomicOperands
NET EQUITY;EconomicOperands
NET;EconomicOperands
NEITHER;LogicalConnectors
NEIGHBORHOOD REINVESTMENT CORPORATION ACT;LegalReferences
NEIGHBORHOOD REINVESTMENT CORPORATION;EconomicOperands
NEIGHBORHOOD;EconomicOperands
NEGOTIATIONS;EconomicOperands
NEGOTIATION;EconomicOperands
NEGOTIATING;EconomicOperands
NEGOTIATES;EconomicOperands
NEGOTIATED;EconomicOperands
NEGOTIATE;EconomicOperands
NEGOTIABLE;EconomicOperands
NEGLECT;EconomicOperands
NEGATIVELY;Attributes
NEGATIVE;MathematicalOperators
NEEDS;EconomicOperands
NEEDED;EconomicOperands
NEED;EconomicOperands
NECESSITY;EconomicOperands
NECESSITATES;EconomicOperands
NECESSARY;Attributes
NECESSARILY;EconomicOperands
NEAREST;EconomicOperands
NEAR-PRIME;EconomicOperands
NEAR;FunctionWords
NCUA;EconomicOperands
NATURE;EconomicOperands
NATURAL;EconomicOperands
NATIONWIDE MORTGAGE LICENSING SYSTEM AND REGISTRY;EconomicOperands
NATIONWIDE;EconomicOperands
NATIONS;EconomicOperands
NATIONALLY RECOGNIZED STATISTICAL RATING ORGANIZATION;EconomicOperands
NATIONALLY RECOGNIZED;EconomicOperands
NATIONALLY;EconomicOperands
NATIONAL PRODUCER DATABASE;EconomicOperands
NATIONAL HOUSING ACT;LegalReferences
NATIONAL GUARD;EconomicOperands
NATIONAL ENDOWMENT OF THE ARTS;EconomicOperands
NATIONAL ENDOWMENT FOR THE HUMANITIES;EconomicOperands
NATIONAL CREDIT UNION ADMINISTRATION BOARD;EconomicOperands
NATIONAL CREDIT UNION ADMINISTRATION;EconomicOperands
NATIONAL COUNCIL ON THE HUMANITIES;EconomicOperands
NATIONAL COUNCIL ON THE ARTS;EconomicOperands
NATIONAL COMMERCE ACT 15 USC 7001 ET SEQ;LegalReferences
NATIONAL BANK;EconomicOperands
NATIONAL ASSOCIATION OF INSURANCE COMMISSIONERS SUITABILITY IN ANNUITY TRANSACTIONS MODEL REGULATION MODEL 275;LegalReferences
NATIONAL ASSOCIATION OF INSURANCE COMMISSIONERS;EconomicOperands
NATIONAL ARCHIVES AND RECORDS ADMINISTRATION;EconomicOperands
NATIONAL ALLIANCE FOR INSURANCE EDUCATION & RESEARCH;EconomicOperands
NATIONAL;EconomicOperands
NATION;EconomicOperands
NASAA;EconomicOperands
NARROWER;EconomicOperands
NARROW-BASED;EconomicOperands
NAMES;EconomicOperands
NAMED RATINGS CORRESPOND;EconomicOperands
NAMED INSUREDS;EconomicOperands
NAMED;EconomicOperands
NAME;EconomicOperands
NAIC;EconomicOperands
N;LegalReferences
MUTUALLY AGREEABLE;EconomicOperands
MUTUALLY AGREE;EconomicOperands
MUTUAL HOLDING COMPANY;EconomicOperands
MUTUAL HOLDING COMPANIES;EconomicOperands
MUTUAL FUNDS;EconomicOperands
MUTUAL;EconomicOperands
MUST;FunctionWords
MUNICIPALITY;EconomicOperands
MUNICIPAL SECURITIES RULEMAKING BOARD;EconomicOperands
MUNICIPAL FINANCIAL PRODUCT;EconomicOperands
MUNICIPAL ENTITY;EconomicOperands
MUNICIPAL ADVISOR;EconomicOperands
MUNICIPAL;EconomicOperands
MULTIYEAR;EconomicOperands
MULTIPLIED;LogicalConnectors
MULTIPLE;EconomicOperands
MULTINATIONAL;EconomicOperands
MULTIMEDIA CAMPAIGNS;EconomicOperands
MULTIMEDIA;EconomicOperands
MULTILATERAL AGREEMENT;EconomicOperands
MULTILATERAL;EconomicOperands
MULTIFAMILY PROPERTIES;EconomicOperands
MULTIFAMILY;EconomicOperands
MULTI-YEAR;Attributes
MUCH;FunctionWords
MSRB;EconomicOperands
MOVING;Other
MOVEMENT;EconomicOperands
MOVE;EconomicOperands
MOTORCYCLES;EconomicOperands
MOTOR VEHICLE DEALER;EconomicOperands
MOTOR VEHICLE;EconomicOperands
MOTOR;EconomicOperands
MOTIVATION;EconomicOperands
MOTIONS;EconomicOperands
MOTION PICTURE;EconomicOperands
MOTION;EconomicOperands
MOST;FunctionWords
MORTGAGOR;EconomicOperands
MORTGAGES;EconomicOperands
MORTGAGEE;EconomicOperands
MORTGAGED;EconomicOperands
MORTGAGE-RELATED;EconomicOperands
MORTGAGE-BACKED SECURITY;EconomicOperands
MORTGAGE-BACKED SECURITIES;EconomicOperands
MORTGAGE REFORM AND ANTI-PREDATORY LENDING ACT;LegalReferences
MORTGAGE ORIGINATOR;EconomicOperands
MORTGAGE MARKET;EconomicOperands
MORTGAGE LICENSING ACT OF 2008 12 USC 5102 ET SEQ;LegalReferences
MORTGAGE LICENSING ACT OF 2008 12 USC 5101 ET SEQ;LegalReferences
MORTGAGE LICENSING ACT OF 2008;LegalReferences
MORTGAGE;EconomicOperands
MORE THAN;LogicalConnectors
MORE;LogicalConnectors
MORATORIUM;Other
MORAL HAZARD;EconomicOperands
MORAL;EconomicOperands
MONTHS;EconomicOperands
MONTHLY;Attributes
MONTH;EconomicOperands
MONITORING;EconomicOperands
MONITORED;EconomicOperands
MONITOR;EconomicOperands
MONIES;EconomicOperands
MONEYS;EconomicOperands
MONEY LAUNDERING;EconomicOperands
MONEY;EconomicOperands
MONETARY SANCTIONS;EconomicOperands
MONETARY POLICY;EconomicOperands
MONETARY;EconomicOperands
MODULES;EconomicOperands
MODULAR HOME;EconomicOperands
MODIFYING;EconomicOperands
MODIFY;EconomicOperands
MODIFIES;EconomicOperands
MODIFIED;FunctionWords
MODIFICATIONS;EconomicOperands
MODIFICATION;EconomicOperands
MODERNIZE;EconomicOperands
MODERATE-INCOME;EconomicOperands
MODELS;EconomicOperands
MODEL STANDARD NONFORFEITURE LAW FOR LIFE INSURANCE;LegalReferences
MODEL STANDARD NONFORFEITURE LAW FOR INDIVIDUAL DEFERRED ANNUITIES;LegalReferences
MODEL RULE ON THE USE OF SENIOR-SPECIFIC CERTIFICATIONS AND PROFESSIONAL DESIGNATIONS;LegalReferences
MODEL REGULATIONS ON THE USE OF SENIOR-SPECIFIC CERTIFICATIONS AND PROFESSIONAL DESIGNATIONS IN THE SALE OF LIFE INSURANCE AND ANNUITIES;LegalReferences
MODEL REGULATION ON THE USE OF SENIOR-SPECIFIC CERTIFICATIONS AND PROFESSIONAL DESIGNATIONS IN THE SALE OF LIFE INSURANCE AND ANNUITIES;EconomicOperands
MODEL;EconomicOperands
MOBILE;EconomicOperands
MIXED;EconomicOperands
MIX;EconomicOperands
MITIGATORY;EconomicOperands
MITIGATION;EconomicOperands
MITIGATING;EconomicOperands
MITIGATES;RegulatoryOperators
MITIGATE;RegulatoryOperators
MISUSED;EconomicOperands
MISUSE;EconomicOperands
MISTAKENLY TRANSMITTING;EconomicOperands
MISSTATE;EconomicOperands
MISSIONS;EconomicOperands
MISSION;EconomicOperands
MISSING;EconomicOperands
MISREPRESENTATION;EconomicOperands
MISREPRESENT;EconomicOperands
MISMANAGEMENT;EconomicOperands
MISLED;EconomicOperands
MISLEADING OR FRAUDULENT MARKETING;EconomicOperands
MISLEADING DESIGNATION;EconomicOperands
MISLEADING;EconomicOperands
MISDEMEANOR;EconomicOperands
MISCONDUCT;EconomicOperands
MISCHARACTERIZING;EconomicOperands
MISCHARACTERIZATION;EconomicOperands
MISCELLANEOUS;FunctionWords
MISAPPROPRIATE;EconomicOperands
MINUS;MathematicalOperators
MINORITY-OWNED BUSINESS;EconomicOperands
MINORITY-OWNED;EconomicOperands
MINORITY LEADER;EconomicOperands
MINORITY;EconomicOperands
MINORITIES;EconomicOperands
MINISTRY OF MINES;EconomicOperands
MINISTRIES;EconomicOperands
MINISTERIAL;EconomicOperands
MINING;EconomicOperands
MINIMUMS;MathematicalOperators
MINIMUM;MathematicalOperators
MINIMIZING;MathematicalOperators
MINIMIZES;MathematicalOperators
MINIMIZE;MathematicalOperators
MINIMIS;Other
MINIMAL;MathematicalOperators
MINES;EconomicOperands
MINERALS;EconomicOperands
MINERAL;EconomicOperands
MINE;EconomicOperands
MIND;EconomicOperands
MILLION;Attributes
MILITARY INSTALLATIONS;EconomicOperands
MILITARY;EconomicOperands
MILEAGE;EconomicOperands
MIGHT;FunctionWords
MID-TIER;EconomicOperands
MID-SIZED;EconomicOperands
MID-LEVEL;EconomicOperands
METROPOLITAN;EconomicOperands
METRICS;EconomicOperands
METHODS;EconomicOperands
METHODOLOGY;EconomicOperands
METHODOLOGIES;EconomicOperands
METHOD;EconomicOperands
METALS;EconomicOperands
METAL;EconomicOperands
MET;FunctionWords
MESSAGE;EconomicOperands
MERITS;EconomicOperands
MERIT;EconomicOperands
MERGERS;EconomicOperands
MERGER;EconomicOperands
MERGED;EconomicOperands
MERGE;EconomicOperands
MERCHANTS;EconomicOperands
MERCHANT;EconomicOperands
MERCHANDISING;EconomicOperands
MERCHANDISES;EconomicOperands
MERCHANDISE;EconomicOperands
MENTORING;EconomicOperands
MEMORANDUM OF UNDERSTANDING;EconomicOperands
MEMORANDUM;LegalReferences
MEMORANDA;EconomicOperands
MEMBERSHIPS;EconomicOperands
MEMBERSHIP;EconomicOperands
MEMBERS;EconomicOperands
MEMBER AGENCY;EconomicOperands
MEMBER;EconomicOperands
MEETS;EconomicOperands
MEETINGS;EconomicOperands
MEETING;EconomicOperands
MEET;EconomicOperands
MEDIUM;EconomicOperands
MEDICAL;EconomicOperands
MEDIAN;MathematicalOperators
MEDIA;EconomicOperands
MECHANISMS;EconomicOperands
MECHANISM;EconomicOperands
MEASURING;EconomicOperands
MEASURES;EconomicOperands
MEASUREMENTS;EconomicOperands
MEASUREMENT;EconomicOperands
MEASURED;EconomicOperands
MEASURE;EconomicOperands
MEASURABLE;EconomicOperands
MEANT;FunctionWords
MEANS;EconomicOperands
MEANINGS;Other
MEANINGFUL;EconomicOperands
MEANING;Other
MEAN;Other
MAY 19 2010;Attributes
MAY 1 2010;Attributes
MAY;FunctionWords
MAXIMUMS;MathematicalOperators
MAXIMUM;MathematicalOperators
MAXIMIZES;MathematicalOperators
MAXIMIZE;MathematicalOperators
MATURITY OFFERED;EconomicOperands
MATURITY;EconomicOperands
MATURITIES SUITABLE;EconomicOperands
MATURITIES;EconomicOperands
MATURED;EconomicOperands
MATTERS;FunctionWords
MATTER DE NOVO;Other
MATTER;Other
MATERIALS;EconomicOperands
MATERIALLY;EconomicOperands
MATERIAL LOSS;EconomicOperands
MATERIAL FACT;EconomicOperands
MATERIAL ANTICOMPETITIVE BURDEN;EconomicOperands
MATERIAL;EconomicOperands
MATCHING;EconomicOperands
MATCH FUNDING;EconomicOperands
MASTER AGREEMENTS;EconomicOperands
MASTER AGREEMENT CONTAINS;EconomicOperands
MASTER;EconomicOperands
MASS;EconomicOperands
MARKETS;EconomicOperands
MARKETPLACE;EconomicOperands
MARKETING;EconomicOperands
MARKETERS;EconomicOperands
MARKETED;EconomicOperands
MARKET-MAKING-RELATED;EconomicOperands
MARKET TRANSPARENCY;EconomicOperands
MARKET STRUCTURE;EconomicOperands
MARKET SHARE;EconomicOperands
MARKET POWER;EconomicOperands
MARKET OPERATIONS;EconomicOperands
MARKET MANIPULATION;EconomicOperands
MARKET MAKER SHORT;EconomicOperands
MARKET EFFICIENCY;EconomicOperands
MARKET DISCIPLINE;EconomicOperands
MARKET ABUSE;EconomicOperands
MARKET;EconomicOperands
MARKED;EconomicOperands
MARK;EconomicOperands
MARINE EQUIPMENT;EconomicOperands
MARGINS;EconomicOperands
MARGINING CONFORMING;EconomicOperands
MARGINING;EconomicOperands
MARGINED;EconomicOperands
MARGIN-SETTING;EconomicOperands
MARGIN;EconomicOperands
MARCH 31 2010;Attributes
MARCH 31;Attributes
MARCH 2010;Attributes
MARCH 1;Attributes
MAP;EconomicOperands
MANY;FunctionWords
MANUFACTURING;EconomicOperands
MANUFACTURES;EconomicOperands
MANUFACTURED HOME;EconomicOperands
MANUFACTURED;EconomicOperands
MANNER;Other
MANIPULATIVE;EconomicOperands
MANIPULATIONS;EconomicOperands
MANIPULATION;EconomicOperands
MANIPULATE;EconomicOperands
MANDATORY;RegulatoryOperators
MANDATED;RegulatoryOperators
MANDATE;RegulatoryOperators
MANDAMUS;Other
MANAGING MEMBER;EconomicOperands
MANAGING;EconomicOperands
MANAGES;EconomicOperands
MANAGERS;EconomicOperands
MANAGERIAL STRENGTH;EconomicOperands
MANAGERIAL;EconomicOperands
MANAGER;EconomicOperands
MANAGEMENT STRATEGY;EconomicOperands
MANAGEMENT INTERLOCKS ACT;LegalReferences
MANAGEMENT;EconomicOperands
MANAGED;EconomicOperands
MANAGE;EconomicOperands
MALFEASANCE;EconomicOperands
MAKING;FunctionWords
MAKES;FunctionWords
MAKER;EconomicOperands
MAKE;FunctionWords
MAJORITY VOTE;EconomicOperands
MAJORITY LEADER;EconomicOperands
MAJORITY;EconomicOperands
MAJOR SWAP PARTICIPANT;EconomicOperands
MAJOR SECURITY-BASED SWAP PARTICIPANT;EconomicOperands
MAJOR;FunctionWords
MAINTENANCE;EconomicOperands
MAINTAINS;EconomicOperands
MAINTAINING;EconomicOperands
MAINTAINED;EconomicOperands
MAINTAIN METRICS;EconomicOperands
MAINTAIN;EconomicOperands
MAINSTREAM;EconomicOperands
MAIN;EconomicOperands
MAILS;EconomicOperands
MAILING;EconomicOperands
MAIL;EconomicOperands
MAIDEN LANE III;EconomicOperands
MAIDEN LANE II;EconomicOperands
MAIDEN LANE;EconomicOperands
MAGNITUDE;EconomicOperands
MAGAZINES ORIENTED;EconomicOperands
MAGAZINE;EconomicOperands
MADE;FunctionWords
MACROECONOMIC;EconomicOperands
MACHINE READABLE;EconomicOperands
M;LegalReferences
LUMP SUM;EconomicOperands
LOYALTY;EconomicOperands
LOWER;EconomicOperands
LOW-LEVEL;EconomicOperands
LOW-INCOME;EconomicOperands
LOW-COST;EconomicOperands
LOW;EconomicOperands
LOST;EconomicOperands
LOSSES;EconomicOperands
LOSS-OF-INCOME;EconomicOperands
LOSS;EconomicOperands
LOSE;EconomicOperands
LOOK-BACK;EconomicOperands
LOOK BACKS;EconomicOperands
LONGER-TERM;EconomicOperands
LONGER THAN;LogicalConnectors
LONGER;LogicalConnectors
LONG-TERM;EconomicOperands
LONG;EconomicOperands
LOGS;EconomicOperands
LOGISTICS;EconomicOperands
LOCK IN;EconomicOperands
LOCATIONS;EconomicOperands
LOCATION;EconomicOperands
LOCATED;EconomicOperands
LOCATE;EconomicOperands
LOCALITY;EconomicOperands
LOCAL;EconomicOperands
LOANS;EconomicOperands
LOAN-LOSS;EconomicOperands
LOAN-LEVEL;EconomicOperands
LOAN COMMITMENT;EconomicOperands
LOAN BANK ACT;LegalReferences
LOAN;EconomicOperands
LOADED;EconomicOperands
LITIGATION;EconomicOperands
LISTS;EconomicOperands
LISTING;EconomicOperands
LISTED IN;Other
LISTED;FunctionWords
LIST;EconomicOperands
LIQUIDITY RISK;EconomicOperands
LIQUIDITY REQUIREMENTS;EconomicOperands
LIQUIDITY PRESSURES;EconomicOperands
LIQUIDITY EVENT;EconomicOperands
LIQUIDITY;EconomicOperands
LIQUIDATION;EconomicOperands
LIQUIDATING;EconomicOperands
LIQUIDATED;EconomicOperands
LIQUIDATE;EconomicOperands
LIQUID 2-WAY MARKETS;EconomicOperands
LINKED;EconomicOperands
LINKAGES;EconomicOperands
LINKAGE;EconomicOperands
LINK;EconomicOperands
LINES;EconomicOperands
LINE;EconomicOperands
LIMITS;RegulatoryOperators
LIMITING;RegulatoryOperators
LIMITED TO;LogicalConnectors
LIMITED;RegulatoryOperators
LIMITATIONS;RegulatoryOperators
LIMITATION;RegulatoryOperators
LIMIT;RegulatoryOperators
LIKELY;Attributes
LIKELIHOOD;EconomicOperands
LIKE;LogicalConnectors
LIFETIME;EconomicOperands
LIFE;EconomicOperands
LIEN;EconomicOperands
LICENSURE;EconomicOperands
LICENSING;EconomicOperands
LICENSES;EconomicOperands
LICENSEES;EconomicOperands
LICENSED;EconomicOperands
LICENSE;EconomicOperands
LIBRARIES;EconomicOperands
LIAISON;EconomicOperands
LIABLE;EconomicOperands
LIABILITY;EconomicOperands
LIABILITIES;EconomicOperands
LEVERAGED;EconomicOperands
LEVERAGE;EconomicOperands
LEVELS;EconomicOperands
LEVEL;EconomicOperands
LETTERS;EconomicOperands
LETTER SR-01-1;LegalReferences
LETTER OF CREDIT;EconomicOperands
LESSOR;EconomicOperands
LESSER THAN;LogicalConnectors
LESSER;LogicalConnectors
LESSEN;MathematicalOperators
LESSEE;EconomicOperands
LESS THAN;LogicalConnectors
LESS FREQUENTLY THAN;LogicalConnectors
LESS;MathematicalOperators
LENGTHS;EconomicOperands
LENGTH;EconomicOperands
LENDING;EconomicOperands
LENDERS;EconomicOperands
LENDER;EconomicOperands
LENDABLE;EconomicOperands
LEGITIMATE;Attributes
LEGITIMACY;EconomicOperands
LEGISLATURE;EconomicOperands
LEGISLATORS;EconomicOperands
LEGISLATIVE;EconomicOperands
LEGISLATION;EconomicOperands
LEGALLY BINDING AGREEMENT;EconomicOperands
LEGALLY;EconomicOperands
LEGAL TEXT;EconomicOperands
LEGAL CERTAINTY;EconomicOperands
LEGAL;EconomicOperands
LEFT;Other
LED;EconomicOperands
LEAVING;EconomicOperands
LEAVE;EconomicOperands
LEAST;LogicalConnectors
LEASING;EconomicOperands
LEASES;EconomicOperands
LEASEHOLDS;EconomicOperands
LEASED;EconomicOperands
LEASE;EconomicOperands
LEADS;EconomicOperands
LEADING TO;EconomicOperands
LEADERSHIP;EconomicOperands
LEAD-BASED;EconomicOperands
LEAD INSURED DEPOSITORY INSTITUTION;EconomicOperands
LEAD;EconomicOperands
LEACH BLILEY ACT;LegalReferences
LAYOVER;EconomicOperands
LAWYERS;EconomicOperands
LAWSUITS DECIDED;EconomicOperands
LAWSUIT;EconomicOperands
LAWS;EconomicOperands
LAWFULLY ACCRUING;EconomicOperands
LAWFUL;EconomicOperands
LAW;EconomicOperands
LATER-LIFE;EconomicOperands
LATER THAN;LogicalConnectors
LATER;FunctionWords
LATE;EconomicOperands
LAST SENTENCE;EconomicOperands
LAST;EconomicOperands
LARGEST;LogicalConnectors
LARGER;LogicalConnectors
LARGE FINANCIAL FIRMS;EconomicOperands
LARGE BANKS;EconomicOperands
LARGE;EconomicOperands
LARCENY;EconomicOperands
LAPSE;EconomicOperands
LANGUAGE;EconomicOperands
LANDING;EconomicOperands
LAND;EconomicOperands
LACKS;EconomicOperands
LACK;EconomicOperands
LABOR;EconomicOperands
LABELED;EconomicOperands
L2;LegalReferences
L;LegalReferences
KNOWS;EconomicOperands
KNOWN;Other
KNOWLEDGEABLE;EconomicOperands
KNOWLEDGE;EconomicOperands
KNOWINGLY FAIL;EconomicOperands
KNOWINGLY;EconomicOperands
KNOWING;EconomicOperands
KNOW;Other
KNEW;EconomicOperands
KIND;EconomicOperands
KEY;EconomicOperands
KEPT;EconomicOperands
KEEPS BOOKS;EconomicOperands
KEEPING;EconomicOperands
KEEP BOOKS;EconomicOperands
KEEP;EconomicOperands
K;LegalReferences
JUSTIFYING;EconomicOperands
JUSTIFIES;RegulatoryOperators
JUSTIFICATION;EconomicOperands
JUSTICE;EconomicOperands
JUST;FunctionWords
JURY;EconomicOperands
JURISDICTIONS;EconomicOperands
JURISDICTIONAL DISPUTES;EconomicOperands
JURISDICTIONAL;EconomicOperands
JURISDICTION;EconomicOperands
JUNIOR;EconomicOperands
JUNE 8 2002;Attributes
JUNE 30;Attributes
JUNE 25 2010;Attributes
JUNE 16 2013;Attributes
JUNE 15;Attributes
JUNE 1 2010;Attributes
JUDICIARY;EconomicOperands
JUDICIAL REVIEW;EconomicOperands
JUDICIAL DISTRICT;EconomicOperands
JUDICIAL;EconomicOperands
JUDGMENTS;EconomicOperands
JUDGMENT;EconomicOperands
JUDGES;EconomicOperands
JOINTLY;LogicalConnectors
JOINT VENTURE;EconomicOperands
JOINT RESOLUTION;EconomicOperands
JOINT;EconomicOperands
JOIN;EconomicOperands
JOB;EconomicOperands
JANUARY 31 2011;Attributes
JANUARY 14 2008;Attributes
JANUARY 1 2015;Attributes
JANUARY 1 2014;Attributes
JANUARY 1 2013;Attributes
JANUARY 1 2012;Attributes
JANUARY 1 2011;Attributes
JANUARY 1 2010;Attributes
JANUARY 1 2008;Attributes
JANUARY 1;Attributes
J;LegalReferences
IX;LegalReferences
IV;LegalReferences
ITSELF;FunctionWords
ITS;FunctionWords
ITEMS;EconomicOperands
ITEMIZED;EconomicOperands
ITEMIZATION;EconomicOperands
ITEM;Other
IT;EconomicOperands
ISSUING;EconomicOperands
ISSUES;EconomicOperands
ISSUERS;EconomicOperands
ISSUER-PAY;EconomicOperands
ISSUER;EconomicOperands
ISSUED;EconomicOperands
ISSUE;EconomicOperands
ISSUANCES;EconomicOperands
ISSUANCE;EconomicOperands
IS;FunctionWords
IRS;EconomicOperands
IRREVOCABLE LETTERS;EconomicOperands
IRREVOCABLE;EconomicOperands
IRRESPECTIVE OF;LogicalConnectors
IRREGULARITY;EconomicOperands
IRREGULAR;EconomicOperands
IRC;EconomicOperands
INVOLVING;EconomicOperands
INVOLVES;EconomicOperands
INVOLVEMENT;EconomicOperands
INVOLVED;EconomicOperands
INVOLVE;EconomicOperands
INVOLUNTARY;EconomicOperands
INVOLUNTARILY;EconomicOperands
INVOKE;EconomicOperands
INVITED;EconomicOperands
INVITE;EconomicOperands
INVESTS;EconomicOperands
INVESTORS;EconomicOperands
INVESTOR PROTECTION ACT;LegalReferences
INVESTOR PROTECTION;EconomicOperands
INVESTOR;EconomicOperands
INVESTMENTS;EconomicOperands
INVESTMENT STRATEGIES;EconomicOperands
INVESTMENT SERVICES;EconomicOperands
INVESTMENT COMPANY ACT OF 1940;LegalReferences
INVESTMENT COMPANY ACT;LegalReferences
INVESTMENT COMPANY;EconomicOperands
INVESTMENT BANK;EconomicOperands
INVESTMENT ADVISERS ACT OF 1940;LegalReferences
INVESTMENT ADVISERS ACT;LegalReferences
INVESTMENT ADVISERS;EconomicOperands
INVESTMENT ADVISER ACT;LegalReferences
INVESTMENT ADVISER;EconomicOperands
INVESTMENT ACTIVITIES;EconomicOperands
INVESTMENT;EconomicOperands
INVESTING;EconomicOperands
INVESTIGATOR;EconomicOperands
INVESTIGATIVE PROCEEDINGS;EconomicOperands
INVESTIGATIVE;EconomicOperands
INVESTIGATIONS;EconomicOperands
INVESTIGATION;EconomicOperands
INVESTIGATING;EconomicOperands
INVESTIGATE;EconomicOperands
INVESTED;EconomicOperands
INVEST;EconomicOperands
INVENTORY;EconomicOperands
INVENTORIES;EconomicOperands
INVALIDATE;Other
INVALID;Attributes
INTRODUCTORY;EconomicOperands
INTRODUCTION;EconomicOperands
INTRODUCING BROKER;EconomicOperands
INTRODUCED;EconomicOperands
INTRODUCE;EconomicOperands
INTRINSIC;EconomicOperands
INTRASTATE;EconomicOperands
INTO;FunctionWords
INTIMIDATES;EconomicOperands
INTIMIDATE;EconomicOperands
INTERVIEWS;EconomicOperands
INTERVIEWED;EconomicOperands
INTERVENTION;EconomicOperands
INTERVENING;EconomicOperands
INTERVENE;EconomicOperands
INTERVALS;EconomicOperands
INTERSTATE MERGER TRANSACTION;EconomicOperands
INTERSTATE ACQUISITIONS;EconomicOperands
INTERSTATE;EconomicOperands
INTERRUPTION;EconomicOperands
INTERPRETIVE;EconomicOperands
INTERPRETED;EconomicOperands
INTERPRETATIONS;EconomicOperands
INTERPRETATION;EconomicOperands
INTERPRET;EconomicOperands
INTERNSHIPS;EconomicOperands
INTERNET;EconomicOperands
INTERNATIONAL MONETARY FUND;EconomicOperands
INTERNATIONAL FINANCIAL INSTITUTIONS;EconomicOperands
INTERNATIONAL ASSOCIATION OF INSURANCE SUPERVISORS;EconomicOperands
INTERNATIONAL;EconomicOperands
